year,originPackage,originClass,originLocation,destPackage,destClass,destLocation,duplicateSize
2007,base.trunk.src.org.hsqldb.jdbc,jdbcStatement,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(16518,6084,<407,0>,<564,22>)",base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(121357,5966,<2859,0>,<3015,22>)",19
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,290,<170,0>,<181,41>)",base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,290,<191,0>,<202,41>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Tree,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/Tree.java|(4819,185,<133,0>,<142,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Grid,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/Grid.java|(5063,185,<138,0>,<147,5>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1914,238,<46,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(1993,189,<49,0>,<58,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(4561,302,<156,0>,<168,34>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BinaryType.java|(10754,237,<354,0>,<365,34>)",7
2007,base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(3223,116,<110,0>,<116,9>)",base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)",5
2007,base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2786,217,<89,0>,<101,9>)",base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5667,217,<175,0>,<187,9>)",9
2007,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3049,139,<96,0>,<103,5>)",base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3248,139,<104,0>,<111,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(56658,101,<1469,0>,<1476,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(85313,101,<2081,0>,<2088,5>)",5
2007,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5015,451,<191,0>,<210,29>)",base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)",14
2007,base.trunk.src.org.hsqldb.test,TestScripts,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestScripts.java|(7318,174,<212,0>,<218,5>)",base.trunk.src.org.hsqldb.test,TestSelf,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSelf.java|(8844,174,<250,0>,<256,5>)",6
2007,base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(2944,164,<91,0>,<98,5>)",base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(5330,164,<205,0>,<212,5>)",5
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)",base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5015,451,<191,0>,<210,29>)",14
2007,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,451,<191,0>,<210,29>)",base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",14
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(5366,292,<172,0>,<185,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(5394,291,<173,0>,<185,5>)",8
2007,base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(13344,230,<418,0>,<427,33>)",base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(3527,230,<125,0>,<134,33>)",6
2007,base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2932,158,<85,0>,<91,1>)",base.trunk.src.org.hsqldb.test,TestBug778213,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug778213.java|(5778,158,<192,0>,<198,1>)",5
2007,base.trunk.src.org.hsqldb,Types,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(30438,490,<870,0>,<879,44>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(12486,490,<405,0>,<414,44>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3406,471,<116,0>,<143,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3270,471,<109,0>,<136,36>)",17
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestTimestamp,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestTimestamp.java|(1625,178,<33,0>,<38,26>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestSqlPersistent,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestSqlPersistent.java|(1718,178,<36,0>,<41,26>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcSavepointTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2035,165,<48,0>,<55,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4542,165,<120,0>,<127,25>)",5
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37263,1518,<910,0>,<938,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10639,1518,<279,0>,<307,5>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,DDLParser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/DDLParser.java|(62667,134,<2042,0>,<2048,13>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,Parser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Parser.java|(24473,134,<762,0>,<768,13>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowInputText,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/rowio/RowInputText.java|(10058,222,<397,0>,<404,39>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowInputTextLog,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/rowio/RowInputTextLog.java|(8943,222,<347,0>,<354,39>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19386,1356,<468,0>,<493,88>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcConnection,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcConnection.java|(129676,1357,<3170,0>,<3196,88>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcDatabaseMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(261376,1435,<6143,0>,<6170,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10794,1437,<283,0>,<310,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,Type,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/Type.java|(18889,490,<568,0>,<577,44>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/IntervalType.java|(12505,490,<403,0>,<412,44>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobDataRemoteClient.java|(3013,141,<88,0>,<97,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobDataID,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobDataID.java|(2432,141,<69,0>,<78,5>)",7
2007,base.trunk.src.org.hsqldb.types,BlobDataID,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobDataID.java|(2453,159,<70,0>,<80,37>)",base.trunk.src.org.hsqldb.types,BlobDataRemoteClient,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobDataRemoteClient.java|(4774,159,<143,0>,<153,37>)",7
2007,base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10720,1437,<280,0>,<307,5>)",base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19394,1437,<468,0>,<495,5>)",7
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareCallTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionPrepareCallTest.java|(4371,620,<112,0>,<133,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionCreateStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionCreateStatementTest.java|(4409,618,<113,0>,<133,5>)",15
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2607,164,<66,0>,<74,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2035,164,<50,0>,<58,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(4805,248,<181,0>,<191,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4236,248,<157,0>,<167,41>)",7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,198,<56,0>,<65,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,198,<47,0>,<56,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BitType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BitType.java|(3754,566,<118,0>,<141,32>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BinaryType.java|(4919,566,<139,0>,<162,32>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestMultiInsert,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestMultiInsert.java|(2198,144,<55,0>,<63,47>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestMerge,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestMerge.java|(2172,144,<55,0>,<63,47>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10794,1356,<283,0>,<308,88>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcStatement,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71836,1356,<1753,0>,<1778,88>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowInputBase,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/rowio/RowInputBase.java|(7103,530,<224,0>,<233,48>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,Type,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/Type.java|(18889,490,<568,0>,<577,44>)",9
2007,base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2673,165,<66,0>,<73,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2104,165,<49,0>,<56,25>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3908,599,<142,0>,<168,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4046,599,<149,0>,<175,29>)",19
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(3652,199,<98,0>,<108,1>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(44700,246,<1618,0>,<1632,1>)",7
2007,base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(145700,1437,<3489,0>,<3516,5>)",base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19394,1437,<468,0>,<495,5>)",7
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2238,164,<57,0>,<65,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcSavepointTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(1987,164,<48,0>,<56,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4586,248,<170,0>,<180,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4098,248,<150,0>,<160,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(1599,201,<31,0>,<38,38>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(1599,201,<31,0>,<38,38>)",6
2007,base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3990,139,<141,0>,<150,5>)",base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3085,139,<99,0>,<108,5>)",6
2007,base.trunk.src.org.hsqldb.util.preprocessor,Preprocessor,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/preprocessor/Preprocessor.java|(20848,133,<604,0>,<610,5>)",base.trunk.src.org.hsqldb.util.preprocessor,Token,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/preprocessor/Token.java|(2840,133,<72,0>,<78,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(20900,868,<673,0>,<698,31>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(15725,868,<493,0>,<518,31>)",19
2007,base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3789,248,<135,0>,<145,41>)",base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4236,248,<157,0>,<167,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(3582,217,<116,0>,<128,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/CharacterType.java|(8495,217,<262,0>,<274,9>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4530,290,<169,0>,<180,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,290,<169,0>,<180,41>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,451,<191,0>,<210,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4804,451,<174,0>,<193,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(4763,451,<180,0>,<199,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3736,451,<134,0>,<153,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BooleanType.java|(4655,150,<158,0>,<165,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/IntervalType.java|(18904,150,<569,0>,<576,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3747,451,<134,0>,<153,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",14
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionPrepareStatementTest.java|(2665,326,<64,0>,<74,51>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionCreateStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionCreateStatementTest.java|(2668,326,<65,0>,<75,51>)",9
2007,base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4805,248,<181,0>,<191,41>)",base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4572,248,<170,0>,<180,41>)",7
2007,base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(22592,191,<740,0>,<747,9>)",base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(16235,191,<552,0>,<559,9>)",5
2007,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5076,248,<192,0>,<202,41>)",base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3960,248,<141,0>,<151,41>)",7
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1914,390,<46,0>,<65,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2034,223,<50,0>,<61,32>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3420,471,<116,0>,<143,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3270,471,<109,0>,<136,36>)",17
2007,base.trunk.src.org.hsqldb.server,Server,"|java+compilationUnit:///base/trunk/src/org/hsqldb/server/Server.java|(14162,469,<358,0>,<370,72>)",base.trunk.src.org.hsqldb.server,WebServer,"|java+compilationUnit:///base/trunk/src/org/hsqldb/server/WebServer.java|(6520,469,<154,0>,<166,72>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcStatement,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71871,1402,<1754,0>,<1780,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19421,1402,<469,0>,<495,5>)",6
